Customer ID,Internal Obligor ID,Loan Amount,Outstanding Balance,Interest Rate,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Loan to Value Ratio,Debt Service Coverage Ratio,Interest Coverage Ratio,Loan Default Probability,Anomaly_ISO
65631600000000.0,f51f7711-7540-4714-a191-d3753b263610,76991432.0,32655100.54,2.94,297361302.0,302197577.1,78677461.86,49883135.34,426128512.8,191792577.4,9807463.98,0.95,2.66,9.35,0.19,1
75056100000000.0,f70580f8-56d3-4227-b46f-8db6376be9c7,88157585.65,68704406.56,10.54,457913402.7,196805674.0,62950377.23,37814522.01,385784071.2,156550126.3,20700190.19,0.74,1.21,3.49,0.26,1
17911400000000.0,4e96c363-7768-4948-843a-f8b1933ba19f,27353064.6,77606454.75,14.95,211164980.3,221320491.6,75990911.17,32386896.97,14047948.92,77906283.39,2052619.85,0.91,1.02,6.79,0.25,1
65648300000000.0,ba2dbacc-ca4f-4b09-b04e-512349c0c621,98608702.74,14955034.0,3.56,264736679.0,292375041.3,89162554.87,33760087.44,421116017.2,45565042.45,2850542.57,1.13,2.65,6.94,0.13,1
65560600000000.0,93e0cd84-5b2e-4148-990d-54720c43323d,3266271.21,13159009.52,7.87,20421642.21,216574322.5,59655158.55,41402081.12,32421879.71,66437357.31,10983123.34,1.2,1.4,6.26,0.13,1
28886100000000.0,7f074bd2-9ba9-4c47-91e9-eaf7ea410b65,76965142.1,30642712.5,1.55,219656690.7,284252719.7,35632903.02,5504384.88,439043027.5,179419224.5,10378522.43,1.24,2.5,5.55,0.04,1
19168200000000.0,1ef51cbf-6f40-42a5-94aa-b6ab993963e5,23723792.95,53047472.36,14.31,335569561.1,59551118.19,45655719.55,48260501.38,486361223.6,52599905.64,9717855.32,0.51,2.62,4.68,0.21,1
15634500000000.0,f443659e-c33d-4e66-9ba7-557b7bfb6f37,40701507.24,27032619.76,10.87,201844842.1,384364427.5,46419392.51,6341501.9,171201752.7,194529880.3,4041441.36,0.92,2.84,4.39,0.1,1
17272900000000.0,9518f8a5-5099-4dcf-b53c-23289da43280,70389510.89,53506689.3,12.12,263694849.1,189414831.3,8845025.63,47024383.74,161759337.1,189726820.2,21134626.75,0.58,1.3,5.05,0.26,1
18029000000000.0,e9d66538-f01e-48ad-8ef7-33ebdd8974cf,4814634.1,73263793.56,9.3,136980756.3,257092210.3,43450828.44,34793036.87,122646126.6,184687393.8,22491420.74,1.31,2.78,4.9,0.27,1
70279700000000.0,afe88065-cf15-4636-a0c6-6585357b7bad,25293124.88,22985907.66,7.07,35591456.67,266541658.9,53584302.53,26258465.23,405180307.7,59622503.49,14233895.6,0.56,1.9,3.64,0.09,1
66487600000000.0,7d0343f3-65e4-4752-aa4a-622ee0bfc737,64788545.96,1295474.56,3.23,246867502.9,262599870.7,70357645.96,22492724.18,13127095.91,26435417.8,28663671.62,1.22,1.18,5.87,0.02,1
55304900000000.0,04397335-14f9-47ef-bba0-249ee3ce081d,96005688.39,23376617.35,8.6,40637958.46,105102470.8,32343897.81,8739920.56,220422921.8,168632850.6,1624505.85,0.8,1.29,8.96,0.29,1
52568200000000.0,d9dde68d-df6b-4df2-8832-ddfc0bd024fc,19797381.33,74749751.43,13.05,136470834.7,365920635.6,69721246.11,20250091.64,230555807.5,115697307.6,17061429.6,0.88,2.38,3.68,0.25,1
83093800000000.0,d10bff42-504b-4b6f-9922-3cb7d0905682,98370436.1,56928063.38,14.87,253184875.4,51917759.62,69473687.28,20042607.36,400214894.3,5905071.84,14535385.19,1.0,2.74,1.35,0.06,1
73686800000000.0,5e01caed-0054-417e-9c1e-63b2431411a6,5003877.51,54872522.31,13.54,232181092.3,126211156.6,76651209.44,1745110.39,291212289.5,47344521.26,11205167.05,0.83,1.31,3.03,0.24,1
29304900000000.0,11d0daa8-a434-4866-959a-496bbaabd316,44294712.59,73012767.91,8.63,452087043.5,21015713.56,52227906.37,23743902.4,159615127.0,47215841.38,29422389.86,1.23,2.53,9.22,0.22,1
16168300000000.0,b3af23f2-03ed-4031-a6e2-70a2a115c6ab,69265625.63,27527993.26,3.99,63521817.43,148878601.6,14131015.0,41817288.96,312777002.2,82028043.65,11465722.77,0.67,2.92,5.93,0.24,1
16600200000000.0,ab8ba761-a9fc-45c0-a82e-c40572253029,89747000.94,69335012.81,9.37,449935925.4,99809279.65,24962262.02,37967357.76,250662651.6,80582898.61,8295486.11,1.37,2.5,7.25,0.21,1
32318700000000.0,aad34542-8553-4be3-ab1c-0babad997a64,36951136.96,63953975.66,12.54,199982646.0,304711208.2,81928911.36,22504151.5,368367470.5,17296048.27,2500556.89,0.87,2.16,1.59,0.17,1
77074800000000.0,a881ad10-b388-475e-8e82-ddd72b9adc05,98278357.83,70823119.58,3.31,107645460.7,399986283.8,22402901.72,9435472.23,65824026.49,64683974.59,3589425.87,1.34,1.92,3.67,0.17,1
66866800000000.0,46129e55-d8d8-43cc-ba51-62fca0504775,48081637.17,47343909.79,13.88,98001432.34,188136157.1,17496663.39,7684117.19,498447086.3,170047502.0,23317338.97,1.45,2.33,8.39,0.18,1
60455100000000.0,667acdd5-c552-435b-9b9b-f87274e9e2e8,34453329.96,50415164.11,14.59,497665960.5,171455542.2,25860993.23,49111378.84,105399927.7,39208278.25,9042088.04,1.33,2.88,2.14,0.25,1
38895600000000.0,3e0e91e4-f15f-4a6f-8585-4a88736b8a82,70147862.84,34136567.0,13.38,245948783.1,247906949.9,54722760.41,8815588.46,316838949.4,170065955.9,23779199.19,1.38,2.38,3.94,0.03,1
23322700000000.0,514a3eae-73f7-42aa-b0e3-7ca78a4669d8,60262449.87,18194250.74,11.58,111129907.9,104078228.6,75378200.76,45335887.96,360036452.5,49962618.43,5955827.05,0.84,1.7,1.29,0.27,1
60272700000000.0,be991ad3-6c96-4cc5-80bd-f43a7b34fd54,59230811.78,86864938.53,13.64,351371183.4,59622993.0,14927256.87,10559310.59,124532708.5,34355748.76,15495855.4,0.58,1.48,4.55,0.04,1
35503200000000.0,f30e4b41-7e7a-4a11-8932-af95010eea6e,49281505.67,66597191.41,2.32,160784436.7,129337071.8,8401603.23,13865953.13,156007702.5,117267277.5,10853940.37,1.07,1.59,4.42,0.04,1
44379700000000.0,687d558b-98a2-4534-b86f-7c621b91e6a9,61018958.53,41101314.52,5.44,471501491.0,301970619.3,62355992.45,10831849.33,44589332.29,189986312.8,24942806.02,0.54,1.35,2.49,0.28,1
49589500000000.0,d85b9dfd-b297-4b52-b86d-1cae5b9516ea,94866307.0,4962413.33,5.55,145380218.8,361576019.9,34245566.92,4999427.86,75705644.91,61543941.49,21969078.44,0.53,1.19,2.13,0.17,1
45677400000000.0,f940759f-3fd8-462f-a0c4-8363685ee6d4,52950615.85,74230766.62,2.37,247545214.1,291092034.5,3679631.15,11300860.05,272244465.4,133440174.9,13216824.23,1.24,2.14,8.07,0.21,1
77092700000000.0,86887112-529e-4794-9eee-ad2498ce4a2f,51646993.02,72373928.51,11.68,127900291.2,158977620.7,23277144.78,2793409.87,329604758.7,137237072.8,21955923.07,1.0,1.72,2.09,0.1,1
29106400000000.0,af2bbaa7-27be-4edc-846b-564696837ce7,34815872.2,80517929.34,7.81,154366382.4,275209043.6,6070964.62,47770668.51,77175472.61,6182467.23,27751755.03,0.62,2.67,7.33,0.25,1
81855800000000.0,1037e762-dd65-4b3f-b936-0d4e1db8029c,42534541.1,79068416.71,13.38,240800560.9,167530357.0,2350501.75,43973689.37,327329401.5,172682641.7,796313.63,1.17,1.76,8.93,0.1,1
78500900000000.0,b2334082-5de5-4f7e-9e0a-a63e75b40353,68731697.48,86242543.26,6.5,125638416.9,249728617.2,19688714.8,20334973.88,341241330.9,7288135.37,29513176.91,1.35,2.27,4.17,0.16,1
36241900000000.0,3508fdc4-3d2e-47d1-a065-f11e82e0d43d,55526651.89,11236123.59,3.5,321396531.8,120664025.8,6047742.11,29862500.53,284442763.5,157495978.9,17517495.94,1.35,1.76,2.43,0.22,1
76289100000000.0,0df94b0e-4569-475e-9e56-2fc2e0ee3529,85637373.7,81935515.02,12.54,130589991.4,267886183.9,60822484.3,48957799.3,95330523.6,111689924.8,16782503.36,0.52,2.17,5.96,0.22,1
63146000000000.0,70a601bf-d718-4ce1-b01d-a8e6248e6cb2,86976498.68,43117371.46,2.0,35655304.6,358517843.7,48229642.61,41595006.63,381641690.1,44063513.31,17635298.13,0.61,1.6,1.97,0.07,1
76932100000000.0,2dfc4048-d41d-48fd-a4d7-d3dc087702b7,64946234.75,40662168.0,13.28,94270053.19,46676789.15,24190790.01,31569485.05,198457822.0,11429358.75,12169711.82,0.66,1.95,3.87,0.21,1
92551900000000.0,eb1e0353-d5c6-460b-ab00-684f5775aa7b,88520725.91,70642983.6,6.85,55880215.59,74183219.57,8909222.1,8571450.07,105681610.4,190180216.3,8825125.56,1.37,2.2,6.37,0.29,1
55701700000000.0,3aa0a7e0-eead-446e-afbe-81138c10cf8a,59055442.27,8114040.3,3.38,66228731.09,313694158.5,43465970.77,43903353.58,98515221.31,175699038.6,5177342.71,0.62,1.61,7.1,0.09,1
24515300000000.0,3c5f1ce1-c395-425f-be48-15cc11474b39,10418343.68,58475733.4,7.05,72862217.23,323130088.0,36062691.33,23207463.8,185959083.3,156840221.9,4651943.33,1.26,2.69,7.04,0.09,1
99896900000000.0,7bd1ddb0-e979-417f-9849-b93e1cfbcc71,4179344.8,3845632.34,10.6,312516153.9,76217550.6,75492288.17,6506550.08,363144436.9,127547001.2,14315321.87,0.61,1.28,1.71,0.23,1
48800000000000.0,494b68a2-bb81-4b69-b758-08b07e560660,50415320.54,21645438.19,14.09,457567944.4,269015031.3,17466271.21,42994325.09,331234304.3,25283350.37,21358090.8,1.25,1.14,8.71,0.17,1
30474900000000.0,fc16b0ab-d6fd-47a0-aac5-8214d0c24427,62584163.32,24565959.37,8.1,363693207.3,160074879.8,42918669.0,14858140.9,375185576.2,12426905.64,17727584.77,1.28,2.87,8.11,0.16,1
48814400000000.0,3ef7b002-1b05-4dc7-9956-be5b5ca54b02,21335871.64,26050294.89,3.64,413077632.5,336792666.4,43909248.99,12135279.57,302682109.1,78449593.31,4022402.65,1.22,2.62,1.69,0.3,1
62953000000000.0,2cbaaf38-6e0c-41d4-b588-37809df64890,22150344.95,20760125.22,9.86,248280040.9,112475620.9,21010708.56,7415386.09,352886087.7,42069702.29,21193806.77,1.38,1.41,4.1,0.12,1
49977600000000.0,fc0f2153-03d6-4ac7-ad6c-b94ff82fd14c,21093935.37,44115830.5,7.71,370127137.3,364860691.7,73945269.14,9074779.81,462783500.6,118138438.2,24005735.21,1.08,2.99,2.54,0.09,1
99268600000000.0,eeaa564d-746d-4b97-9214-efd0a0417359,7870575.16,1367846.63,7.3,200125976.9,7081883.29,55304805.96,29192617.52,167344654.9,150324231.7,19938161.08,0.88,1.13,4.95,0.02,1
69007000000000.0,086e66b0-48d8-4a56-935f-113b13904c6e,35812887.51,79615384.73,9.17,334803451.9,216963285.6,20361197.78,28273133.62,176239116.2,120870286.7,24217530.35,0.64,2.51,3.12,0.29,1
79853400000000.0,e78bb27b-7111-4248-8ae0-73a126665bfc,64170156.83,89943774.43,6.58,141935887.5,200473879.3,66333649.87,25114928.5,97024714.39,148361323.5,27111676.71,1.46,1.64,2.73,0.27,1
39878200000000.0,cad1ffd5-b6d0-463d-90e8-9273be13ce4e,51735135.84,19248775.73,3.96,478203114.3,258655659.4,15030068.86,41657712.2,428713023.7,73437396.0,27612160.59,0.59,2.85,1.82,0.18,1
47602100000000.0,dd469d42-974e-449d-a677-84b7e9e66a22,10385610.53,75396806.91,11.63,387707927.2,37526419.34,89749988.82,36978044.7,365707915.3,30421137.4,4717895.17,1.38,2.6,1.26,0.16,1
53342500000000.0,5134b906-7280-4360-843c-a14f32e97c22,48853210.26,9393931.26,6.95,268620515.0,105178641.0,64657488.41,19609065.86,16175745.65,40148579.89,29047913.74,0.52,2.55,7.73,0.3,1
64458600000000.0,81bef36d-a62d-4956-af5b-a377a9bb7064,41955718.13,54211028.68,9.87,314744163.0,209775859.3,81650144.3,17201109.77,437892849.0,154882233.1,5734935.69,0.8,2.85,6.91,0.25,1
82862200000000.0,ec61a91c-8cd3-41c3-a2d6-757cd7c396fb,22436658.24,66543888.65,7.58,224347145.9,213799756.5,95979800.68,19928987.91,300914958.5,13035159.05,22937188.83,0.96,2.77,5.6,0.28,1
99514600000000.0,797d0a10-fdc3-41e5-8a99-b31df6d56ebc,64406033.9,55421369.35,12.2,356746303.7,145091196.2,47761252.88,21143879.38,123265787.1,110032793.1,824899.67,1.23,2.97,8.17,0.14,1
76260600000000.0,7e3dfc23-580f-4609-a1b4-1ae4dcca3bb9,47826590.59,58015166.65,6.24,285167990.2,255738319.2,20711569.59,34713875.28,253166761.5,114361013.5,4849640.15,0.76,2.35,3.51,0.03,1
62995500000000.0,ad565aa3-f22d-4874-9a06-d25236a98fd1,81753901.02,20730354.42,2.91,455980632.8,110487699.9,21383853.39,6974054.79,396417951.0,61827682.17,3265787.6,1.13,1.95,6.38,0.22,1
95638900000000.0,1c551686-2702-47a7-8f47-b0c78a09aabf,46820606.49,39098252.62,5.44,486362916.4,374104049.5,19816543.04,27114795.78,86894350.63,2427663.9,7539190.59,0.62,2.59,8.37,0.05,1
58153600000000.0,ec89cee0-4b37-4bc6-b048-83c3dbd2c844,78259751.23,69692039.52,7.13,219637719.5,136739660.1,34051670.36,2991073.98,458296691.1,23640565.1,4575336.79,1.27,2.13,9.26,0.1,1
57364700000000.0,9090368a-0e31-4eb6-9262-1d28dd0c2e22,72440566.81,37371743.97,2.52,442589266.4,157353621.1,39647956.23,48957149.29,451854242.6,27955232.96,4120611.92,0.85,2.04,4.66,0.01,1
40110300000000.0,b22e70a6-fb11-4bab-acaa-1fe49b4a431f,18914698.22,82392788.98,12.67,484387961.7,177671298.3,27894050.02,12986617.52,157347528.7,123939759.7,26912229.11,1.08,2.49,1.56,0.11,1
55154600000000.0,dc0b54b2-a464-4521-b28f-87824552440e,46905362.5,15257153.29,10.3,84277771.92,280147369.4,20649931.95,19111753.93,286307342.8,187497698.4,7212011.59,0.62,2.47,1.43,0.17,1
43273400000000.0,f3313720-e004-453a-94d4-16f387179c3f,47405830.55,69736392.31,3.35,66362864.99,259424970.6,70675964.55,5759145.39,217031237.4,21827082.97,27529876.21,1.46,2.28,6.37,0.26,1
67163400000000.0,c4cd8438-890f-4716-ae47-7ab85a281132,5209146.3,19496446.71,13.63,365166254.7,218405241.2,64847382.95,41231967.85,14085195.06,175597204.4,13551740.56,1.02,1.91,5.25,0.21,1
31325900000000.0,9971920d-ace2-4514-add5-ebed0b34323f,86906220.62,79900845.13,12.43,470626895.2,362729947.8,66187760.88,44995807.87,60799011.51,87159152.41,10866356.25,0.96,2.27,2.63,0.13,1
94017400000000.0,57664c4e-1466-4c68-83b1-8184bc126f8e,57196327.79,36620086.28,14.03,468794396.3,301464918.7,98479746.66,37702421.47,153682296.0,191572587.7,17225037.87,1.49,1.11,3.71,0.12,1
99385900000000.0,f804e758-68c0-48a4-8e42-d3026c1ecf2e,57393708.12,2784372.66,3.32,111129074.3,152174305.9,10488907.02,13674028.19,402166310.3,154874218.7,4599000.73,1.28,2.43,1.22,0.22,1
18443600000000.0,88446168-02f7-420a-994c-d92219c34d65,62121319.94,47520732.65,5.34,152107082.9,157686636.3,74293853.93,24513551.49,53469161.63,100429168.3,20140948.66,0.56,2.6,5.15,0.3,1
91931700000000.0,a81e9f72-7c6a-4be5-8d55-31bdc55e6673,1836867.71,55414984.56,12.24,101900699.3,155117105.5,72931510.15,49880678.43,342571740.0,128910589.2,21540158.12,1.4,1.03,7.2,0.2,1
87244700000000.0,b8cd7b72-d2a1-4eb9-970f-86d239a9e8cb,94242854.34,39830426.05,5.29,139976925.7,376032243.8,49589003.61,1894706.19,391771093.9,169884022.8,14158085.29,1.19,1.16,5.77,0.08,1
65283400000000.0,0b38317b-f15e-426f-837d-8bd1fe5da7e5,41057334.63,31139997.61,6.31,33002782.37,325102197.9,41109940.44,12530598.85,470225807.5,114751457.7,13632442.03,0.93,1.57,5.64,0.25,1
21802900000000.0,8713c0e1-ec14-4eda-9bdf-2b36ae0b7dae,62916581.34,12119397.81,12.57,18984019.18,310395623.5,26378854.52,17150250.05,274561287.4,96858582.22,6476218.92,0.73,2.1,6.42,0.17,1
12200000000000.0,dcedd55a-0b27-4674-bb8e-17c229807bff,60334470.2,29158734.09,6.79,455009592.4,210060207.5,2661202.81,42318150.27,280399503.2,58755128.94,24100922.52,0.85,2.4,8.43,0.11,1
37926600000000.0,690747cd-5978-4c82-9f6f-d4351bb69e9c,95608466.35,86086388.11,3.89,96151617.64,89932738.61,50041854.21,4256812.4,97630123.33,71520022.17,14448337.46,0.98,1.42,3.53,0.19,1
61337600000000.0,604d55d2-f60c-41a2-ac13-79c813e659da,27175332.53,89520213.42,12.2,476218154.0,334475440.6,72166714.79,8662055.02,329768584.0,82793750.5,5723883.23,0.82,2.55,9.69,0.08,1
60969200000000.0,f5fcb73c-b396-4a27-a217-6bf6e98ae1b0,67002287.92,22452461.62,14.6,155834051.0,124347481.8,83730993.36,2346272.65,296997192.4,129833181.1,18925253.3,0.89,2.02,6.55,0.13,1
88849400000000.0,deeca7b9-e754-49c4-827b-0f21f8b89441,3580648.1,73681064.74,9.33,157322952.9,189775741.0,19329080.62,35318033.8,492485047.2,139504777.5,22533833.76,0.6,1.0,1.56,0.09,1
82746600000000.0,c726d6ab-9442-4a86-9d8b-98d4cbf9daf0,71229007.24,69682764.17,9.27,136963000.2,77290438.6,92899711.0,43191781.01,332807370.6,186075039.2,4927454.86,1.02,2.84,1.2,0.26,1
45458300000000.0,5eb9e05b-eb42-454e-aa7a-698cafb2b8f5,44665224.9,31443412.54,10.93,250374753.1,375788120.6,36264277.64,43699898.68,15343564.16,66240775.93,9150701.29,0.74,2.4,5.86,0.05,1
90820900000000.0,f3d60fa4-ad7f-43b4-99f9-f051a0eb3920,73580576.14,23325013.23,7.16,45258706.39,377902082.9,64800422.51,24954967.52,392911427.5,129760552.2,5830867.58,0.99,1.48,7.93,0.11,1
31109200000000.0,25cd2916-91db-4b79-b562-e4549af006d4,3310663.08,28559998.42,8.66,267538013.0,74346168.38,69537177.57,674792.91,225839291.8,155231061.4,4469968.91,0.83,2.23,4.01,0.21,1
30842300000000.0,bd5ec5ee-3104-4724-a8d7-d9542e4a6f1b,87313751.78,70787492.36,6.71,420871039.5,389611608.2,75153706.08,22788593.19,443199492.1,129781190.0,23569488.93,0.5,1.42,7.31,0.01,1
60956000000000.0,8748e8d3-3435-46d5-b60f-129d83872330,38929294.6,37948329.64,10.26,437437026.5,355692503.9,28623191.84,6317140.2,230232273.5,35137395.2,22378372.24,0.61,1.45,4.31,0.28,1
95325400000000.0,63881db7-85bd-4c8b-90d2-6fd1ef4f3f75,57650100.31,5969357.81,6.99,41965466.07,256540700.6,10260647.72,37795491.57,257166361.9,144810986.7,898686.59,1.02,1.32,8.03,0.08,1
33438400000000.0,96c72d1d-14e0-4366-8e23-abd2e2f20e36,31110317.4,25871246.27,3.44,132078448.1,151890958.1,70678550.14,32788316.71,322866922.6,62231872.17,24225601.96,0.52,1.73,6.61,0.19,1
93108400000000.0,c8fdd44c-b33e-4fa9-affe-68bab97b875f,31942542.97,7657396.07,2.95,475153318.0,135968838.5,78279768.53,8978808.27,492745616.9,102884469.0,10327020.57,1.22,1.85,1.57,0.14,1
99563300000000.0,c4b0a7e0-0aaf-483b-bc12-cefefa8fefb5,95105637.55,50823721.15,8.87,87739081.64,35758146.51,79286139.62,28652819.87,180939105.0,190000826.4,25603812.49,0.63,1.66,6.64,0.12,1
24519000000000.0,d3b58552-88b1-4453-aec2-8fb76e527433,80496140.61,4329991.57,14.22,184698291.7,68503955.97,22576886.02,4427292.87,149427056.1,167017713.0,23101541.54,1.34,1.17,6.93,0.26,1
83059100000000.0,076a5110-8c49-4844-bece-6a0c00c05ded,60598983.15,33078911.18,12.81,488857851.0,10899632.68,16901138.63,29231063.82,305601904.3,8449566.98,25663759.65,1.18,2.96,7.21,0.13,1
81015000000000.0,f4f31dd4-24ef-4ffd-bc72-1e9c5b8e9efd,95037698.66,13817608.52,4.68,280976982.8,32977515.27,11513968.91,40626401.93,22160564.02,132796180.2,17483428.58,1.01,1.73,6.71,0.17,1
63702100000000.0,781920b9-25c2-494c-a0f9-48a719fd409c,49489977.36,78082651.06,7.87,65678834.27,263543212.9,74529973.87,4223554.59,64006183.31,53211603.04,23717090.47,1.29,2.37,4.24,0.08,1
75646700000000.0,bda0efec-78ef-4279-a41d-43a1046f16bc,84368062.56,28353238.8,4.42,84980068.52,170695140.6,5740285.46,36514181.84,85254484.85,90101522.79,23445743.94,1.24,1.74,4.5,0.03,1
12332700000000.0,2a702b75-549b-4e09-9c5b-e68ccf337f26,25060078.95,73150741.44,13.63,112798542.7,160594106.9,45849102.06,41732163.32,321744919.6,183814949.5,13480038.06,0.66,2.56,2.74,0.07,1
89808500000000.0,2e790abf-e9af-4d52-9f2f-9bd6eb8a45bc,56550477.74,74116276.35,2.47,251341537.6,274642201.4,75146875.34,6457184.97,54103825.01,42612718.24,10537375.27,0.53,1.72,6.34,0.1,1
88025900000000.0,8e69b844-3fab-417c-9dfe-8ef05f154b83,89345658.87,80295827.39,13.1,244141361.3,49756139.25,50783041.01,16246167.91,179966962.3,167283006.3,7704391.76,1.32,2.67,2.63,0.08,1
21109300000000.0,0ed3c941-2adb-4fc0-a5e8-4b501c49f22e,72640549.99,25831292.95,11.15,309735968.1,138215517.9,20694990.2,20760749.18,402231611.8,107105640.0,16800767.97,1.24,1.94,2.74,0.22,1
29043500000000.0,e8952580-4bd7-48ab-b701-9185f075de28,58355278.79,13239768.38,11.8,353852597.3,268658816.0,91417392.62,9220906.96,96102832.66,50009155.39,2682593.44,1.26,1.56,3.9,0.04,1
88308000000000.0,01ef37ad-dc7d-451c-87a2-471c0ed7b179,71806341.79,35179298.1,12.4,494468244.0,243707164.0,24927932.25,2630993.65,206431003.1,49283761.73,24010623.48,0.85,1.88,7.72,0.29,1
56019000000000.0,d00f3fd5-c60a-4be8-999d-8ebfd40b08de,27873837.71,42434080.68,14.25,475865686.2,132034409.9,47548157.06,48022850.24,220489839.2,93866221.68,17549270.77,1.17,1.18,9.52,0.23,1
12396900000000.0,965dee68-cb12-4516-bba0-a358dbf5df73,44034839.24,31458099.55,4.56,301433624.2,78459607.64,69877935.06,14773666.85,38949163.61,184170857.8,13516356.52,1.36,2.99,9.68,0.22,1
98600800000000.0,5063d2bd-0cf6-40fa-8e2f-957d67ec009f,14631985.58,88759837.38,9.6,274803785.9,382632189.0,12516631.91,12479161.16,138009693.7,92388949.23,18054053.63,1.47,2.13,4.28,0.3,1
66123200000000.0,805071ae-a926-4852-9768-77141d6a771b,73057936.94,71095864.7,7.76,261767816.7,83888839.26,55975493.31,34860383.81,433453387.8,59731062.11,29064174.29,1.12,2.82,6.29,0.17,1
69311400000000.0,c12a6dca-d63c-4a11-993c-58fffce64844,58471480.56,51824296.77,2.98,246154018.8,132550443.3,34451334.66,46340233.28,201836055.1,30907027.76,23854599.32,1.14,2.39,5.17,0.27,1
